remaining_km,current_speed_kmh,congestion_score,weather_encoded,is_halted,target_remaining_minutes
102.01151689747687,87.19353834191625,2,2,0,130.36890272907846
27.387508010716342,30.72238228922953,2,0,0,16.919718476875854
166.03851372781585,56.9895166283211,1,0,0,123.9413330895384
197.3952583962936,2.192173110673573,1,1,0,154.64608584530436
139.31777072807847,19.709382930961883,3,0,0,115.82169223459177
415.225067030205,11.970464106070569,0,0,0,284.88119433215877
181.5928967133267,31.1667424819736,1,0,0,145.30281494902525
144.06258229525346,13.002351703161896,0,2,0,156.12065665505227
273.634561163333,89.94830346054304,5,0,0,213.72725716133922
74.75749136250751,3.775187287198518,4,0,0,73.25232900449969
402.0875054732496,80.30626508124973,2,0,0,289.1872296127232
41.90256862148656,18.292018007324653,1,1,0,43.24458842053708
493.5090336172561,122.8709894331266,4,0,0,388.4619289064927
387.26116080184545,121.30222950428106,2,0,0,292.5098536400108
103.36426235941533,29.31540332772514,3,0,0,93.17833556785273
7.733447976183188,79.87476876899383,2,0,0,20.006167508388984
408.65340708514293,3.6406915314195967,1,1,0,301.79011464483364
354.8943852045705,121.13251059665264,4,0,0,285.9615051434838
365.8585481802887,67.98835006492226,4,1,0,303.796108990311
386.7788216095431,5.619009684311269,4,1,0,316.1420259033848
41.652102608374726,44.52499909105786,2,2,0,60.03261259648803
182.44053562941494,9.990430041960446,0,0,0,128.89982137724573
62.35518446493921,51.08277711853678,0,0,0,42.33660302497349
432.2361958084188,87.090424480972,2,0,0,328.4296354367594
313.53257277964116,61.085688045387144,1,2,0,266.66906911399946
168.79452230206135,49.88388271352908,2,2,0,174.5597214525525
36.4613833915817,15.490415920260425,0,0,0,21.27977368440608
158.9362492492528,31.84207594017532,2,2,0,171.04487899815072
165.9657444032398,13.018627405985647,4,1,0,166.05662273554205
366.1550582773417,104.97483511536589,1,2,0,287.0194716806219
320.5909483208305,17.581177638013934,1,0,0,221.83379175155846
444.17030757528164,77.39853765135615,3,2,0,377.99406509191857
238.7463879551649,44.556253766549965,2,2,0,217.37533143344456
64.19915173945935,29.377190005173855,5,0,0,90.57547146635648
358.05616967538253,83.13089713397349,5,2,0,326.92191868325295
381.58859906536424,59.41030021900228,5,0,0,311.59246758849076
282.83221279690065,52.01891074699269,4,0,0,221.72113143901535
386.62875407750766,77.0707606359888,5,1,0,320.97255922118853
249.42882020037342,63.86479170370009,2,0,0,193.55108956325435
263.75275054408706,39.4529471117029,3,2,0,237.578366151834
216.63280408748207,72.67796740948272,3,0,0,183.53251476449358
17.582467738327118,87.03481495159029,2,0,0,9.753258939291348
58.406256361685706,3.4701106162910564,5,0,0,79.0973089964296
20.557446914933454,60.5633247579978,2,0,0,17.26444294324784
320.0231535755713,7.49882699586069,2,1,0,240.09798186578422
160.6062106327817,24.23270382885444,0,0,0,122.24297185310033
256.74249212652785,72.8661354301365,3,0,0,192.93067091329812
454.245404593416,112.6045589845255,1,0,0,317.56456396547316
128.3996534286931,114.76473829450303,5,1,0,140.85794933947375
208.1395469026367,9.092721318022065,5,0,0,172.92497635154746
378.9978135788091,54.48366121727186,0,1,0,285.6917541505859
118.25509191835312,75.79084279059167,4,0,0,118.07562916886002
43.10505536525253,19.119087591544645,1,0,0,30.628303143578442
148.42696919231517,99.50618817682032,1,2,0,156.79535939313647
84.80453719073219,96.75058359684104,1,0,0,49.61490389308562
465.20033790957365,117.4343317818833,3,0,0,354.22913154583046
405.0195878843864,1.1031815708475923,4,1,1,330.48009596488504
318.5348594726596,28.168951718570344,0,0,0,220.1384413825584
436.3729921429203,107.53427285189183,4,1,0,341.6996050541169
402.81767806506167,87.1754066075016,5,1,0,340.8744662610301
97.35217914858774,116.2706809808038,0,0,0,64.20767195469499
446.816704252539,7.433355088934648,3,0,0,336.2924519515846
271.9744097482471,77.60531554313756,5,0,0,224.0383750321651
404.68287680621097,73.97605473617764,4,2,0,341.6147399537199
448.5651934621292,4.637674126869208,1,2,0,350.5615430005068
162.4117201110726,66.75786999862285,4,0,0,146.22212208500588
59.475702641199995,79.23764047029015,5,0,0,77.74534833968372
117.82790545826113,24.86811264627394,3,0,0,111.63528837186358
216.41835536999687,35.53284580620618,3,0,0,172.18732692398063
409.9173091316341,83.24515501870582,3,0,0,309.06646479177596
431.06163871189,60.87912318799458,0,1,0,320.1705802573283
8.441304612939398,111.54177548388249,4,2,0,67.409599643029
257.81991477589503,44.50962958119449,1,2,0,212.2342144913129
211.6184465586456,34.66575559046615,1,0,0,164.20564988258505
114.94336618301148,128.03257224482957,2,2,0,125.44222458546567
64.33335683017299,118.44765011691084,3,1,0,76.61376033212787
172.11950984479583,3.7690568498673818,5,0,0,151.8575007923453
471.740303436697,100.19471998985357,1,0,0,331.4406399019402
164.98545135027385,14.343520597276385,3,1,0,129.97182306311984
261.80135776296623,3.5730753278182235,1,2,0,231.053449317101
352.99438465311306,35.580417075625355,4,0,0,247.42727619546235
184.99665317775052,35.01496427794356,2,0,0,156.67097581681375
486.03213094687555,106.51143910510541,3,0,0,373.96964903966244
481.41141099634507,92.38674197256857,0,2,0,367.6342997086473
129.63223643355525,127.60922555316186,0,2,0,141.79938426135496
251.1380104167308,92.4966770405364,1,0,0,203.02108244233554
153.93476335930097,54.37322192328623,4,0,0,134.99998471865098
145.99604471684646,90.86059592287819,5,2,0,178.7547655295044
23.259038940493735,129.92967873423228,3,1,0,48.24457184523513
306.73434532004893,92.31844473312864,2,2,0,280.5409052345069
253.82611649828644,99.01857627744137,4,2,0,231.4376852507579
30.48198186874473,121.98745197473372,1,0,0,26.67036692951659
142.92999979712266,14.774663970518835,4,1,0,146.96634528522097
454.5916135534936,91.6219581482045,2,0,0,342.6100026792247
123.58313588015135,110.60477453576837,4,1,0,124.64988113493693
76.72296168515543,124.0692180287161,3,0,0,88.28818437565793
247.2791163373937,27.426007662520917,1,2,0,219.8512694282516
492.89697478474733,65.51077100415175,2,2,0,399.35057796908785
124.8173593981927,88.47213019378263,1,0,0,101.57975855460184
337.7070959659099,32.17080483517387,5,0,0,273.83342160801544
382.0017095877152,78.06147222253563,3,0,0,291.7006196899714
122.63058427623784,33.48524172473992,2,2,0,129.87713740927168
365.4670925628705,43.349412669114145,5,1,0,329.3773981597492
187.05265069603035,57.39743054641246,5,2,0,199.77644931171665
317.99138614382184,68.79471283705371,5,0,0,267.0277079204422
318.5972068266429,58.41756331126958,2,0,0,256.4706606401096
270.20846861700545,64.1154175724308,1,0,0,185.85001083739394
49.69343617693211,38.81653831747804,4,0,0,69.37829071448968
418.4747353166728,20.665462222941976,4,0,0,324.4023951249955
163.78613216100925,6.155497052489126,5,2,0,203.76632482888186
97.32666264792785,25.477233923916803,0,0,0,60.5182736084932
25.183695069608138,75.65267339575179,0,2,0,47.00643326193996
297.4920068781797,102.19500821440721,2,0,0,223.9451842885011
340.3943591119298,22.002187667576287,1,0,0,243.0367416286465
13.210975319288796,14.112196510444301,2,0,0,19.591895763856748
258.4860638581441,97.40774687140254,1,0,0,207.91661486412238
117.11540872297928,39.67058296984766,3,2,0,141.41308459144983
324.3605312526777,123.69492709955583,0,0,0,221.89820610040994
91.31138235747076,92.8613361793485,2,0,0,75.34494267252727
347.0141803607207,42.47828614159401,3,1,0,279.19521017113095
196.43399641876601,37.64055721318164,4,2,0,206.49559985229735
468.6813444246836,68.08079021527017,0,0,0,325.6385164283852
73.07286735226666,10.288806876167225,1,0,0,44.12856232053358
173.82784376987797,15.297946643888869,5,0,0,158.24714503192084
61.16939301409159,22.861524571105026,4,0,0,71.2800407404138
462.7233410478886,100.71406712959282,4,0,0,349.61306874978976
439.28297992358563,66.80145670498592,3,2,0,379.2001213700646
132.681105719002,1.373725960677582,2,0,1,131.22845220341802
331.6921027869186,87.55714857137417,5,0,0,271.348967251352
409.52498909960184,55.07972322586462,2,0,0,300.23006126106594
279.8244017417339,66.41080744529373,3,2,0,270.72036472312055
267.1770362862232,27.83511164368162,4,0,0,207.0052994578817
124.71688399572358,71.73168969123347,0,0,0,83.56608295094752
51.08587006392011,127.28992116769352,4,0,0,60.78930140102094
449.12180018689673,9.547809830748989,3,0,0,341.31779859358625
450.7069382958486,36.909261956375985,4,0,0,352.8940375645575
318.3852213502676,31.58968707190787,5,0,0,248.7133376176949
172.81974656910683,32.31141039765335,4,0,0,144.6289191210103
177.85873943326715,49.23182648349905,4,0,0,158.37614501999667
364.34806104076847,106.35427201674177,4,0,0,280.00054716034765
449.0695786765257,118.67162969537036,0,2,0,349.3743060505218
444.10778001123305,26.287961369666533,1,0,0,322.241647033341
391.0383951995238,70.58349193325466,1,2,0,310.40777316757203
322.80566484637245,82.79686638151244,2,0,0,244.7613241489125
46.64928267254917,67.83757166729984,1,1,0,54.64194394653951
85.00621347683382,56.42993124559954,1,0,0,67.54986699208987
449.7843233209042,24.95681576170092,1,0,0,337.5232707977181
305.182384531497,63.46851669590101,4,1,0,259.7516622778597
9.552540550231676,52.15792760247275,4,1,0,44.17467421040828
55.22841371868589,103.42323712529506,5,2,0,108.09193958397152
333.43337570848763,99.26856669118938,0,1,0,260.15720895067784
7.50548400387825,17.419828556737194,4,0,0,28.14487477480131
84.59998545166184,11.507476833198785,4,0,0,86.06808378796518
276.62322573646014,118.06001261957539,1,0,0,198.77510320264554
347.4881228578832,69.6160905653847,0,0,0,248.86596428992777
327.72082345378726,111.51412184673678,0,1,0,260.62875261799707
116.0133081829771,7.559645673632149,1,0,0,91.31180134186938
357.52871456703025,68.44703014781193,1,2,0,292.6745437486882
122.43829831091604,70.12544689491072,0,0,0,88.1250782558841
166.07285058883753,111.89126423047949,3,0,0,127.0121670572287
374.5132455334219,12.689299769861975,1,0,0,269.8722312961968
326.56828502837124,31.25792327786821,1,0,0,253.0555480339169
425.36558819461806,52.8499808053117,0,1,0,315.21597223670005
330.51838168867,112.55939180459248,3,2,0,301.98579884334714
286.31275865105846,122.05483095917371,5,0,0,247.22324139951624
51.36901007490577,129.05420054717163,3,1,0,60.4812810671006
187.0193225144196,124.6951532396078,2,0,0,163.6215335657206
136.2751720024541,0.7724282597660737,3,2,1,155.80980215441542
125.77487347264638,6.202084389003365,1,0,0,98.9747401248056
486.64022460246053,19.188886490486528,4,0,0,353.7738962312929
199.5833737100464,45.352072580135506,0,0,0,125.46261292943622
446.5630448126711,107.88934402830463,5,0,0,359.6410591665151
317.4136198686451,116.04530539361247,1,0,0,225.03467789563067
398.431595253116,24.288472818295794,5,0,0,328.44980214299557
253.80536108707008,80.55633971056213,0,0,0,159.58741846420193
290.56742289004774,119.25705805848595,5,0,0,240.30984235299766
248.79625844033762,60.285125671071704,3,1,0,195.27740618560588
101.64527896003203,13.460664353861915,0,1,0,77.79291682016776
362.6137970544451,59.51577451100124,1,2,0,313.0978178115838
143.98231940822362,48.85333729744744,4,0,0,146.56079832756507
17.03640338356965,75.09553948858091,1,0,0,23.842056743296936
324.50878647404807,57.02562897292347,2,0,0,229.11344922535608
92.66978630648923,2.2549704909833324,0,0,0,54.553802832612305
470.52699925469256,129.21970534377724,1,0,0,340.77720001545305
477.19464561628075,70.66023090497421,3,0,0,351.19009911778295
457.857873159122,61.57199821299924,3,0,0,350.71554566256316
188.22855662644497,124.10025829552703,5,0,0,183.95054258234663
12.651025181789377,20.261847786320025,1,0,0,7.286106376223821
464.51768848092405,24.60088833088227,5,2,0,391.8392848898839
216.9511534170706,105.04191737816186,2,2,0,192.91807403044643
483.4941354266164,33.90804040325114,0,0,0,339.00164761614155
481.9918886591802,103.8995238178985,2,0,0,355.09961578408763
427.23968045634325,35.29935277810533,4,2,0,366.575184257197
150.7522015744449,4.314391929250193,5,2,0,186.49248634410685
195.623375657953,67.21191410527308,1,2,0,184.8238332176029
426.3126524008442,25.56923643649198,5,0,0,336.3981508000727
161.87639255235743,98.52001808122124,2,0,0,129.033927536849
88.89890960961579,83.35595232017926,4,0,0,92.32178053743456
280.6166249168833,120.06834683712931,2,2,0,247.96208726562176
468.3966132095866,101.78848644454567,4,2,0,389.3388714540701
349.5347493541116,23.500874129294488,3,0,0,257.5027755590067
287.18027919423565,104.02057076642353,3,0,0,225.59598553296763
53.10236441653043,83.42581582582302,1,0,0,40.1903199421571
309.428577216089,86.96371342888125,2,1,0,246.54610742749537
495.07665580161034,108.19417517611933,3,1,0,380.7137188070704
74.3415875420794,74.59712899456223,5,0,0,88.61064478158413
261.57317792004966,60.580456865891676,0,0,0,193.50015366009745
439.29967060433796,82.76333459663464,5,0,0,333.45238009207566
371.6804657883312,38.73446576458668,3,1,0,308.88592406243026
350.02279179265764,23.73762704132291,3,1,0,258.010096072944
352.7296215736191,80.15641894926203,2,0,0,276.44277648607033
182.94811985377882,30.400287981112097,4,0,0,159.7473822849363
150.3279629109242,10.388964215058875,0,0,0,101.39746402157135
405.6337719618642,0.07204399608300882,0,0,1,291.08499406601925
406.0061303661945,79.08152218200873,4,0,0,309.99715595014857
434.2007976971513,47.07934185243079,2,0,0,319.42158720674587
457.0540735154533,97.80042618754928,3,1,0,354.98066731643416
258.1144874361642,48.77293178070332,4,1,0,233.00883821717497
253.2505658701638,63.18044827096947,0,0,0,179.4258331130506
400.1561135885537,52.921046466000035,0,0,0,285.34002522728775
326.73214573499376,84.574722844215,3,0,0,255.38547994377495
352.47360424256317,46.29809106194587,3,1,0,276.4570581063149
398.91737137087,125.28979449250016,1,1,0,296.05887039949806
445.5526441996953,121.69910825780892,5,0,0,349.5451767931667
172.30760264151021,110.24362734544657,4,0,0,156.0669874650523
190.9135615567723,119.63903517445725,3,0,0,148.14615528676543
51.52106022123016,58.38815949972083,1,0,0,39.008613204659355
291.2486697931061,69.73595158263397,2,0,0,223.19434936794858
22.791425529387332,96.47203703257178,0,0,0,6.399713526411392
235.47101897556777,90.49897024201034,4,0,0,196.03768860975492
273.60909418025045,115.7882174287112,5,0,0,224.22473311393722
146.83791980350077,93.12303354337038,2,2,0,158.59787240127108
297.46246398166033,129.72501206969986,4,0,0,251.13791083216552
20.097623719829468,45.305753978106836,4,2,0,74.08491319125423
23.487353430861138,108.28970649112433,3,0,0,44.9986158758391
412.18727752653086,90.69252696824634,1,0,0,299.96115398082543
183.29436749857513,89.88023787795241,4,0,0,154.7298744492171
67.89495376268297,42.35862732984986,5,0,0,83.98553528344075
263.51041372712814,102.12823301499293,2,0,0,212.0889624283235
386.1468087838124,117.0488829051879,5,0,0,307.0278394402112
111.83140861093737,28.411299997673183,4,0,0,119.52178553069183
313.33078553040514,81.31458882517154,5,2,0,292.0949736471326
47.24699517191516,50.97752778336078,5,0,0,56.638975911302374
30.58245197846081,128.641255508334,1,0,0,27.466949761937347
268.02054262623324,62.2482660581186,0,2,0,211.77822009927547
272.6143851970027,29.68162259360255,4,1,0,227.3742748179273
320.5278012416122,49.64149127883823,2,0,0,237.44985291446278
364.41521019271744,84.99899067616141,0,0,0,273.5859669395595
488.04677933395465,9.891618275444916,5,0,0,394.9879177098714
260.5686724090917,78.46824962876089,0,0,0,184.6994076305638
164.86345410591676,121.05921869325674,3,0,0,148.87641078153035
398.61716641050833,110.54716239552056,3,0,0,299.3971409383632
139.06196437472673,8.797559765537837,4,1,0,123.11619105013582
222.29085324928988,129.14068423607887,2,0,0,176.06162950363864
43.835908764421646,90.83450008150429,3,0,0,55.79543897215808
17.54861799065147,21.09650716082308,5,0,0,39.94949373612361
481.5109652655729,1.6140915920250543,1,0,1,357.0503696418159
418.81015965354186,22.266742717979675,1,0,0,311.28680180694266
349.5072320163805,108.962869689146,5,0,0,267.55921727892087
207.43170748506358,2.813112242871286,0,0,0,151.44601143564785
90.78068843506865,30.30914947035125,5,2,0,133.25020377984154
82.4363361221876,98.4497273935338,0,0,0,63.22642737035035
128.87023459147468,76.19436966675757,0,0,0,99.86197596312788
276.8671990295296,101.75564234682494,1,2,0,230.7667555711165
358.7249817365309,96.99956549748244,3,2,0,300.5560818307665
331.797701475277,6.578180325834615,5,0,0,283.40672000951326
143.5672789882417,116.0264844822397,3,2,0,158.42693115137098
477.6583139282811,29.51413845669493,4,0,0,368.92030506208914
370.2589737644054,71.94101722986929,2,0,0,283.95621192947044
279.4052559931433,83.75746034861125,1,0,0,195.77564728803938
307.80176938600437,21.9216674150624,0,0,0,225.38949407688125
212.70203090175602,126.91006337112668,2,0,0,170.30398890270374
127.62683980307294,63.46027429135017,0,0,0,103.31973976498175
181.20647593237447,7.493550427661146,2,2,0,191.3837004131501
380.1338246798627,121.84406582111924,2,0,0,283.3006873988887
12.124776871729155,76.21481961512485,3,0,0,36.936171616711675
62.45595705092354,90.89511573757892,4,0,0,73.28751876003857
27.77130780076761,68.27285269144913,4,2,0,85.71047349504948
25.160757147890216,108.51593412100578,0,1,0,16.600801861974407
428.45298908544856,4.307350085117417,1,0,0,307.61694756386237
353.3106403931117,34.88918748602921,4,1,0,271.04285934888594
239.71604539822596,61.05428633234999,1,1,0,184.17400199734612
53.427909522245734,9.958470120782305,0,2,0,85.59420333845519
248.349858182832,91.76786701246557,1,0,0,189.50714551233236
239.36852653638002,51.1762438272333,2,0,0,184.3762519721224
90.73492560545752,35.44683873485872,2,0,0,76.6297790678729
219.75656637279664,0.4392500850935954,0,2,1,204.2594025504262
202.25984352669985,93.57794052749398,1,2,0,177.7050632148533
309.84579853584717,108.39521015347202,1,1,0,242.28270158258832
319.37135717948365,51.3552696385948,0,0,0,211.62329981227643
27.425484837162035,73.34833701433752,4,0,0,34.13708410039823
190.43324424010325,29.599261370847795,3,0,0,164.16268683888592
314.800658278547,80.8856940164173,4,0,0,252.88290728851976
254.05244799714342,1.5778695809760679,5,0,1,233.73456745191845
428.9624713882195,63.523706622838596,3,0,0,326.2605838832461
331.0533476513778,83.74671263929,1,2,0,294.97548740440845
85.6525414053077,119.36493051986542,3,0,0,82.56496685765
39.931529963212775,49.573656225896954,3,2,0,88.426577176158
322.99754271212623,99.47472638753388,1,1,0,262.72078776120424
18.123098718102796,77.6993138926551,2,0,0,26.620454831900755
294.9589127303643,120.51157468026048,3,0,0,245.3431528287023
470.41396950535403,51.78909783572598,0,2,0,349.0938107354638
289.85971804856007,41.48239418348844,4,1,0,231.949938328836
197.14411347222836,115.32845983023869,1,0,0,140.34880342346952
323.4276681289648,6.401772183077585,1,0,0,240.75780946763865
231.83518079330074,17.730101081377985,3,0,0,201.21427671950028
275.08031071138777,10.712576495925779,2,0,0,203.2569640644688
471.02508034437994,109.60429435493235,2,0,0,355.69256377342464
196.12080571138324,1.3789650381415208,4,1,1,214.3732414661893
480.78932909283753,112.01543021461626,4,0,0,382.2635489507897
453.14856776825155,58.664813398264684,2,0,0,330.6347166538355
101.91661172070174,0.5232862510161973,5,2,1,169.75820325142084
39.3338439332069,52.21387303756544,2,0,0,45.21972642517372
54.88511068182619,24.284109335854627,2,2,0,83.20737117216153
14.019803697517116,81.1720633713812,3,0,0,35.34197005635499
51.749265574184555,88.31664268981405,0,0,0,32.264604226091144
343.08835284109665,63.37858415264998,4,0,0,272.09919661272875
40.23838098781335,5.267538307157096,5,0,0,51.99798365196092
162.89293699541184,85.29674456773624,5,2,0,171.11687076167166
423.21327892988,109.46504186871776,1,2,0,339.35995309181203
16.519608189233804,93.64215605243218,2,1,0,37.924173956028135
408.1618988815232,107.89452946419141,2,0,0,292.36350842929494
144.51811351283297,26.066238061615373,0,1,0,115.74944329853841
63.49158967271985,115.55543215534274,2,0,0,59.60233832293044
349.88489685525457,41.88514858423516,4,0,0,281.6298394444175
316.32670915604257,1.7426258527588334,5,0,1,285.80018875543703
439.3486466958912,109.64091402277919,2,0,0,336.6206462778506
368.8601666829235,122.43676496541447,0,0,0,265.80133091225196
402.72306054050006,85.22256566425534,3,0,0,303.2177224894876
144.60711342279671,30.086761960245205,4,0,0,132.57537426174568
92.8325741709628,32.72678035672895,3,0,0,108.09150426593078
376.55430206222485,60.657073546630535,1,0,0,281.87221915629556
404.3831959372957,116.71804034818453,0,1,0,295.09078642004386
495.3000452903333,19.447695299182588,1,0,0,355.46875712704707
209.2457500711561,107.37657704585331,1,0,0,149.5187281034403
189.14895246742768,37.86936513166955,5,1,0,167.8321206507535
389.32441556728844,105.11620202578273,1,0,0,297.39025484718667
173.69775242524383,119.63525568820002,1,0,0,134.11666961466048
465.7248761737645,55.574203359261624,0,2,0,353.327284068113
429.91431216229086,47.45658503371901,3,0,0,323.9408789158607
217.35204355063408,104.28877146626922,2,2,0,215.25936812734147
376.6811785567912,68.83277470932121,1,0,0,269.07013521018513
378.4987226719178,88.97837630021563,5,0,0,295.84518894342204
56.046315073786644,80.96780080495334,2,0,0,57.17302387102238
451.7636888063855,19.87554993382352,5,0,0,360.81536907668755
255.0999243616893,109.82274683764302,2,0,0,190.45938874522304
414.0964457233321,25.450764483707704,1,0,0,294.1075261830875
163.4245525101528,121.19667872920151,4,0,0,148.30379170825154
448.2839981056192,32.57426788487922,2,1,0,329.7121554308485
197.65483097341075,95.40452652558645,4,1,0,172.47723949048054
10.364637482747689,37.00520115416696,3,2,0,63.83298146083823
453.1640783275355,41.312103116292306,2,0,0,340.9318143544268
50.18690500913611,40.30024086169969,0,0,0,31.576992825508558
163.06025060725537,97.22599302339083,5,0,0,156.1709355147311
475.28067369014843,72.3859653360211,3,0,0,367.5865553081128
475.55053773409026,114.78381926017462,3,2,0,388.7247901221069
288.8517546210266,39.958453496525834,4,0,0,261.70171218544755
317.75942002405066,89.95902786737676,1,2,0,280.27697725158947
226.98053337926828,97.8833179562044,5,1,0,207.67363268523374
150.13933199054193,19.692674693894563,0,1,0,113.34462623551954
167.6889499581084,52.07661645157545,0,0,0,113.37079158878609
337.89663575813404,62.76627426555344,4,1,0,291.26670241015614
377.42539207165163,46.23936068626866,4,2,0,333.1124211722256
396.831626644295,41.87463747598795,3,1,0,297.7670686594095
395.86098068330415,89.23458621969345,4,0,0,292.82218489134
50.147021009101735,28.062631695733515,1,0,0,43.60987211714056
249.73805082777784,92.22079688264674,3,0,0,199.09569126560265
33.49158620823892,121.55574553079497,3,2,0,72.98838276274994
277.0167967502491,73.47567775310765,3,2,0,239.51133690663252
223.5575981798216,79.48645077613163,0,0,0,140.13756335657516
444.41357046535836,8.96125127613158,5,1,0,351.8697261584669
178.70293121327896,112.38199747031767,5,2,0,194.8785130678243
62.9481731316649,37.108212335982515,0,0,0,50.659945682395026
75.78088261615375,79.95665151871343,3,0,0,73.91938209849786
381.94776270014876,127.2845820668243,1,0,0,286.3860704920033
311.0179413415492,77.41533807446501,2,1,0,248.38771970518977
55.05572468078117,94.21223337036909,3,0,0,65.08193502814089
46.63286902692373,57.891550369087746,4,1,0,79.53055711182239
351.9797200722644,7.847559656957457,5,0,0,271.9760219117213
41.017688150275795,103.6879154336725,2,0,0,38.527467566483665
411.82072934872633,4.549849364318137,0,0,0,312.3097161687652
354.58990244246564,91.08551775542104,0,0,0,233.14271084048158
45.26764641774038,2.9798045094528023,2,0,0,43.67349992287538
46.99466847217,112.09968075496718,5,0,0,73.45804511854948
493.38659135808183,20.492684658287477,5,0,0,367.38045523502944
190.26404389927956,66.85529440753164,4,0,0,156.32990800252136
188.467862798111,77.62959158280916,0,0,0,151.00010535559076
407.33578579246375,59.480902958543574,0,0,0,289.0651073013347
473.88804580501005,44.29925361535534,3,0,0,350.9391371883735
493.0705265923211,60.81585850352632,1,0,0,357.1440149381783
377.9222017031761,40.48404800455064,4,1,0,299.38138502569086
191.2484948378033,56.95590512051221,3,0,0,172.0116317947674
46.33285476584104,46.65868882974399,1,0,0,30.98630142201841
389.6877233840812,73.60662705592888,0,2,0,306.36855756246155
281.4101036192235,30.93014109184785,1,1,0,201.41243051972626
214.98989457725327,128.52535213882163,0,0,0,149.09856607028806
453.6454206218943,65.11309393968152,5,0,0,354.6492048224383
60.042753741544914,25.24107006388625,3,1,0,83.74388626320523
248.8494266239753,62.01867744374542,0,1,0,175.50783826451317
10.620054159872439,112.63396683822715,1,0,0,19.04916539045072
236.9870177870925,2.8348831061714277,3,0,0,189.66549789592642
32.87012146250949,88.34203548394754,1,0,0,13.369894829833704
63.8148685526956,71.23581358321064,1,0,0,45.718083270938514
63.17549215466692,22.04253926811762,2,2,0,88.10890796772186
326.3590995474515,106.27193710963968,0,0,0,245.51848378600414
374.29221523638455,47.95500090862073,0,0,0,269.1178114594842
293.767538723094,38.19426374601596,1,2,0,251.86735481346912
